Model,AUC_ROC,AUC_ROC_std,Avg_Prec,F1,LogLoss
RandomForest,0.5906997119023047,0.10191088995705239,0.12190566924445327,0.06136363636363636,0.30610628081350677
LogisticRegression,0.5873145639834881,0.10260577155152029,0.1514084737069552,0.11542873865964295,0.6379380755738492
GradientBoosting_XGBProxy,0.5426277857634283,0.07407886396151062,0.119190001473516,0.06666666666666667,0.27365804751149303
